arabic_instruction,instruction
"كم عدد عمليات التفتيش الروتينية غير المجدولة التي قام بها ""مطعم Soma and Bar""؟","How many unscheduled routine inspections did ""Soma Restaurant And Bar"" have?"
أعط عنوان العمل مع أكبر عدد من انتهاكات المخاطر المنخفضة.,Give the address of the business with the most number of the low risk violations.
"ما العمل الذي كان أول من يحصل على انتهاك منخفض المخاطر بسبب ""ترخيص التصريح أو تقرير التفتيش غير نشر""؟ إعطاء اسم العمل.","Which business was the first one to get a low risk violation because of ""Permit license or inspection report not posted""? Give the name of the business."
بالنسبة للعمل الذي حصل على أكبر عدد من الانتهاكات ، كم عدد عمليات التفتيش التي أجريت؟,"For the business which got the most number of violations, how many inspections did it have?"
بالنسبة إلى العمل الذي يبلغ رقم ​​شهادة العمل هو 304977 ، كم عدد الانتهاكات التي تعرض لها في 2013/10/7؟,"For the business whose business certificate number is 304977, how many violations did it have on 2013/10/7?"
"ما هو متوسط ​​درجة ""رئيس مجلس الإدارة"" في جميع عمليات التفتيش الروتينية غير المجدولة؟","What is the average score for ""Chairman Bao"" in all its unscheduled routine inspections?"
"ما هي النسبة المئوية لانتهاكات ""صالة اللحن"" هي مخاطر معتدلة؟","What percentage of the violations for ""Melody Lounge"" are moderate risks?"
كم عدد المطاعم الموجودة في هايوارد؟,How many eateries are located in Hayward?
كم عدد المؤسسات التي لا تزيد عن 50؟,How many establishments have an inspection score of no more than 50?
كم عدد المطاعم المطبقة في عام 2012؟,How many eateries applied in 2012?
كم عدد تحقيقات الأمراض التي تنقلها الأغذية في عام 2014؟,How many foodborne illness investigations were done in 2014?
كم عدد أصحابها 5 مؤسسة أو أكثر؟,How many owners have 5 or more establishments?
ما هي أسماء المؤسسات التي تلبي جميع المعايير المطلوبة في عام 2013؟,What are the names of the establishments that met all of the required standards in 2013?
في عام 2016 ، ما هي المدينة التي لديها أكبر عدد من المؤسسات التي لديها أعلى مخاطر الصحة والسلامة؟,"In 2016, which city has the highest number of establishments with the highest health and safety hazards?"
ما هو اسم المؤسسة بأقل درجة تفتيش في كل العصور؟,What is the name of the establishment with the lowest inspection score of all time?
كم عدد انتهاكات المخاطر العالية التي انتهكها مطبخ تيراميسو؟,How many high risks violations did the Tiramisu Kitchen violate?
كم عدد المؤسسات مع قانون الضرائب H24 لديها عمليات تفتيش الشكاوى من 5 أو أكثر؟,How many establishments with the tax code H24 have complaint inspections of 5 or more?
في عام 2013 ، ما هي أسماء المؤسسات ذات الأطعمة الملوثة أو المغشوشة؟,"In 2013, what are the names of the establishments with contaminated or adulterated food?"
من بين المؤسسات التي تحتوي على قانون بريدي قدرها 94102 ، كم عدد المؤسسات التي تبلغ درجة 90 أو أكثر في عام 2015؟,"Among the establishments with a postal code of 94102, how many establishments have a score of 90 or more in 2015?"
ما هي أسماء المؤسسات التي تفي بجميع المعايير المطلوبة لمدة 4 سنوات متتالية؟,What are the names of the establishments that met all the required standards for 4 consecutive years?
بين عامي 2014 إلى عام 2016 ، ما هو متوسط ​​درجة Inpsection للمؤسسة التي يملكها Yiu Tim Chan في 808 Pacific Ave ، سان فرانسيسكو؟,"Between 2014 to 2016, what is the average inpsection score of the establishment owned by Yiu Tim Chan in 808 Pacific Ave, San Francisco?"
ما هو متوسط ​​درجة المؤسسات التي يملكها المالك مع أكبر عدد من المؤسسات؟,What is the average score of the establishments owned by the owner with the highest number of establishments?
ما هو اسم المؤسسة مع أكبر عدد من انتهاكات المخاطر المنخفضة في عام 2014؟,What is the name of the establishment with the highest number of low risk violations in 2014?
من بين أفضل 5 أصحاب مع أكبر عدد من المؤسسات ، أي مالك لديه أكبر عدد من الانتهاكات عالية المخاطر؟ إعطاء اسم المالك.,"Among the top 5 owners with highest number of establishments, which owner has the highest number of high risk violations? Give the name of the owner."
